Unnamed: 0,EDA,TEMP,listen,stay,talk,Current Time,M,F,IBI,neutral,happy,sad,surprise,disqust,fear,angry
0,0.7365567133937744,0.6679536679536682,1,0,0,2020-10-12 14:29:42.250,1,0,0.4931170344352722,1,0,0,0,0,0,0
1,0.7369401685614994,0.6679536679536682,1,0,0,2020-10-12 14:29:42.500,1,0,0.4931131899356842,1,0,0,0,0,0,0
2,0.7365567133937744,0.6679536679536682,1,0,0,2020-10-12 14:29:42.750,1,0,0.4931170344352722,1,0,0,0,0,0,0
3,0.7352144705195623,0.6718146718146718,1,0,0,2020-10-12 14:29:43.000,1,0,0.4932095408439636,1,0,0,0,0,0,0
4,0.7344475601841124,0.6718146718146718,1,0,0,2020-10-12 14:29:43.250,1,0,0.4932172000408172,1,0,0,0,0,0,0
5,0.7331053173099003,0.6718146718146718,1,0,0,2020-10-12 14:29:43.500,1,0,0.4932306706905365,1,0,0,0,0,0,0
6,0.731763224222863,0.6718146718146718,1,0,0,2020-10-12 14:29:43.750,1,0,0.4932441115379333,1,0,0,0,0,0,0
7,0.7309961641002383,0.6679536679536682,1,0,0,2020-10-12 14:29:44.000,1,0,0.4931726455688476,1,0,0,0,0,0,0
8,0.7303251175567196,0.6679536679536682,1,0,0,2020-10-12 14:29:44.234,1,0,0.0714285714285714,1,0,0,0,0,0,0
9,0.7296540710132009,0.6679536679536682,1,0,0,2020-10-12 14:29:44.250,1,0,0.4931860864162445,1,0,0,0,0,0,0
10,0.7288870108905762,0.6679536679536682,1,0,0,2020-10-12 14:29:44.500,1,0,0.4931937456130981,1,0,0,0,0,0,0
11,0.731763224222863,0.6679536679536682,1,0,0,2020-10-12 14:29:44.750,1,0,0.4931649565696716,1,0,0,0,0,0,0
12,0.7428841730227606,0.6718146718146718,1,0,0,2020-10-12 14:29:45.000,1,0,0.4931327104568481,1,0,0,0,0,0,0
13,0.7624418844484814,0.6718146718146718,1,0,0,2020-10-12 14:29:45.250,1,0,0.4929373264312744,1,0,0,0,0,0,0
14,0.780273897832265,0.6718146718146718,1,0,0,2020-10-12 14:29:45.500,1,0,0.4927597939968109,1,0,0,0,0,0,0
15,0.7910115412516127,0.6718146718146718,1,0,0,2020-10-12 14:29:45.750,1,0,0.4926531314849853,1,0,0,0,0,0,0
16,0.7938876047967246,0.6718146718146718,1,0,0,2020-10-12 14:29:46.000,1,0,0.4926246404647827,1,0,0,0,0,0,0
17,0.7944629373354868,0.6718146718146718,1,0,0,2020-10-12 14:29:46.250,1,0,0.4926189184188843,1,0,0,0,0,0,0
18,0.7915867240032001,0.6718146718146718,1,0,0,2020-10-12 14:29:46.500,1,0,0.4926474392414093,1,0,0,0,0,0,0
19,0.7867930850451137,0.6718146718146718,1,0,0,2020-10-12 14:29:46.750,1,0,0.4926949739456177,1,0,0,0,0,0,0
20,0.7413503523518609,0.6795366795366791,1,0,0,2020-10-12 14:30:20.250,1,0,0.4933058619499206,1,0,0,0,0,0,0
21,0.7392411991421989,0.6795366795366791,1,0,0,2020-10-12 14:30:20.500,1,0,0.4933270215988159,1,0,0,0,0,0,0
22,0.7369401685614994,0.6795366795366791,1,0,0,2020-10-12 14:30:20.750,1,0,0.4933502078056335,1,0,0,0,0,0,0
23,0.7354061981034248,0.6833976833976836,1,0,0,2020-10-12 14:30:21.000,1,0,0.4934445917606354,1,0,0,0,0,0,0
24,0.7344475601841124,0.6833976833976836,1,0,0,2020-10-12 14:30:21.250,1,0,0.4934542775154114,1,0,0,0,0,0,0
25,0.7325301345583128,0.6833976833976836,1,0,0,2020-10-12 14:30:21.500,1,0,0.493473619222641,1,0,0,0,0,0,0
26,0.7327218621421753,0.6833976833976836,1,0,0,2020-10-12 14:30:21.750,1,0,0.4934716820716858,1,0,0,0,0,0,0
27,0.7323384069744503,0.6795366795366791,1,0,0,2020-10-12 14:30:22.000,1,0,0.493396520614624,1,0,0,0,0,0,0
28,0.7319548020195504,0.6795366795366791,1,0,0,2020-10-12 14:30:22.250,1,0,0.493400365114212,1,0,0,0,0,0,0
29,0.7313796192679631,0.6795366795366791,1,0,0,2020-10-12 14:30:22.500,1,0,0.4934062063694,1,0,0,0,0,0,0
30,0.7304209813486507,0.6795366795366791,1,0,0,2020-10-12 14:30:22.750,1,0,0.4934158623218536,1,0,0,0,0,0,0
31,0.7334887724776252,0.6756756756756754,1,0,0,2020-10-12 14:30:23.000,1,0,0.4933059215545654,1,0,0,0,0,0,0
32,0.7371318961453619,0.6756756756756754,1,0,0,2020-10-12 14:30:23.250,1,0,0.4932693243026733,1,0,0,0,0,0,0
33,0.7449933262324226,0.6756756756756754,1,0,0,2020-10-12 14:30:23.500,1,0,0.4931904375553131,1,0,0,0,0,0,0
34,0.7524713011517584,0.6756756756756754,1,0,0,2020-10-12 14:30:23.750,1,0,0.4931155145168304,1,0,0,0,0,0,0
